a,b,c
RandomForestClassifier,0.456,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.456,"['fixed acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.456,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.456,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.456,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.456,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.456,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.456,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.456,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.456,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.456,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.454,"['fixed acidity', 'volatile acidity', 'citric acid', 'pH']"
SVC gamma,0.454,"['fixed acidity', 'volatile acidity', 'pH', 'sulphates']"
SVC gamma,0.454,"['fixed acidity', 'citric acid', 'pH', 'sulphates']"
SVC gamma,0.454,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density']"
SVC gamma,0.454,"['fixed acidity', 'volatile acidity', 'citric acid', 'pH', 'sulphates']"
SVC gamma,0.454,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density']"
SVC gamma,0.454,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density']"
SVC gamma,0.454,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.454,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density']"
SVC gamma,0.454,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.454,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.454,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.454,"['fixed acidity', 'volatile acidity', 'density', 'sulphates']"
RandomForestClassifier,0.454,"['fixed acidity', 'residual sugar', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['volatile acidity', 'residual sugar', 'density', 'pH']"
RandomForestClassifier,0.454,"['fixed acidity', 'volatile acidity', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.454,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'sulphates']"
RandomForestClassifier,0.454,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.454,"['citric acid', 'residual sugar', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.454,"['residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.454,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.454,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.454,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.452,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.452,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.452,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.452,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.452,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.452,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.452,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.452,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.452,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide']"
RandomForestClassifier,0.452,"['volatile acidity', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.452,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.452,"['citric acid', 'residual sugar', 'density', 'pH']"
RandomForestClassifier,0.452,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.452,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.452,"['fixed acidity', 'citric acid', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.452,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.452,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.452,"['volatile acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.452,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.452,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.452,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'sulphates']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density']"
SVC gamma,0.45,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.45,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density']"
SVC gamma,0.45,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.45,"['fixed acidity', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.45,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide']"
SVC gamma,0.45,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density']"
SVC gamma,0.45,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'sulphates']"
SVC gamma,0.45,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density']"
SVC gamma,0.45,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'sulphates']"
SVC gamma,0.45,"['residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.45,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.45,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.45,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density']"
SVC gamma,0.45,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'sulphates']"
SVC gamma,0.45,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.45,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.45,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.45,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.45,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'sulphates', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.45,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.45,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.45,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.45,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.45,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.45,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.45,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH']"
SVC gamma,0.448,"['volatile acidity', 'citric acid', 'density', 'sulphates']"
SVC gamma,0.448,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.448,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.448,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH']"
SVC gamma,0.448,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH']"
SVC gamma,0.448,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.448,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.448,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.448,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.448,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH']"
SVC gamma,0.448,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.448,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.448,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.448,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.448,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.448,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.448,"['fixed acidity', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.448,"['volatile acidity', 'citric acid', 'density', 'sulphates']"
RandomForestClassifier,0.448,"['volatile acidity', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.448,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.448,"['residual sugar', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.448,"['free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.448,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.448,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.448,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.448,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.448,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.448,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.448,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.448,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.448,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.448,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.448,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.448,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.448,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.448,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.446,"['fixed acidity', 'volatile acidity', 'density', 'pH']"
SVC gamma,0.446,"['fixed acidity', 'citric acid', 'density', 'pH']"
SVC gamma,0.446,"['fixed acidity', 'density', 'pH', 'sulphates']"
SVC gamma,0.446,"['volatile acidity', 'citric acid', 'residual sugar', 'density']"
SVC gamma,0.446,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'alcohol']"
SVC gamma,0.446,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.446,"['volatile acidity', 'residual sugar', 'density', 'pH']"
SVC gamma,0.446,"['volatile acidity', 'residual sugar', 'density', 'sulphates']"
SVC gamma,0.446,"['volatile acidity', 'total sulfur dioxide', 'sulphates', 'alcohol']"
SVC gamma,0.446,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.446,"['citric acid', 'residual sugar', 'density', 'pH']"
SVC gamma,0.446,"['citric acid', 'residual sugar', 'density', 'sulphates']"
SVC gamma,0.446,"['citric acid', 'total sulfur dioxide', 'sulphates', 'alcohol']"
SVC gamma,0.446,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.446,"['residual sugar', 'density', 'pH', 'sulphates']"
SVC gamma,0.446,"['fixed acidity', 'volatile acidity', 'citric acid', 'density', 'pH']"
SVC gamma,0.446,"['fixed acidity', 'volatile acidity', 'density', 'pH', 'sulphates']"
SVC gamma,0.446,"['fixed acidity', 'citric acid', 'density', 'pH', 'sulphates']"
SVC gamma,0.446,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.446,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH']"
SVC gamma,0.446,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'sulphates']"
SVC gamma,0.446,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'sulphates', 'alcohol']"
SVC gamma,0.446,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.446,"['volatile acidity', 'residual sugar', 'density', 'pH', 'sulphates']"
SVC gamma,0.446,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.446,"['citric acid', 'residual sugar', 'density', 'pH', 'sulphates']"
SVC gamma,0.446,"['fixed acidity', 'volatile acidity', 'citric acid', 'density', 'pH', 'sulphates']"
SVC gamma,0.446,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.446,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide']"
RandomForestClassifier,0.446,"['fixed acidity', 'volatile acidity', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['fixed acidity', 'volatile acidity', 'pH', 'alcohol']"
RandomForestClassifier,0.446,"['fixed acidity', 'citric acid', 'density', 'pH']"
RandomForestClassifier,0.446,"['fixed acidity', 'citric acid', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.446,"['volatile acidity', 'free sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.446,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.446,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.446,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.446,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.446,"['fixed acidity', 'residual sugar', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.446,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.446,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.446,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.446,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.446,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.446,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.446,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.446,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.446,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.444,"['volatile acidity', 'citric acid', 'residual sugar', 'sulphates']"
SVC gamma,0.444,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'sulphates']"
SVC gamma,0.444,"['volatile acidity', 'citric acid', 'density', 'pH']"
SVC gamma,0.444,"['volatile acidity', 'density', 'pH', 'sulphates']"
SVC gamma,0.444,"['citric acid', 'density', 'pH', 'sulphates']"
SVC gamma,0.444,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.444,"['volatile acidity', 'citric acid', 'density', 'pH', 'sulphates']"
SVC gamma,0.444,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.444,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.444,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.444,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
SVC gamma,0.444,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.444,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.444,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'density', 'pH']"
RandomForestClassifier,0.444,"['volatile acidity', 'residual sugar', 'pH', 'sulphates']"
RandomForestClassifier,0.444,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.444,"['citric acid', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'citric acid', 'density', 'pH']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.444,"['volatile acidity', 'citric acid', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.444,"['citric acid', 'residual sugar', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.444,"['citric acid', 'free sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.444,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'citric acid', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.444,"['fixed acidity', 'volatile acidity', 'citric acid', 'density', 'pH', 'alcohol']"
